StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q113,Q114,ERK,DBK,BTK,RFK,BTK_1,BTK_2,BTK_3,BTK_4,BTK_5,RPK_1,RPK_2,RPK_3,RPK_4,RPK_5,Signal,Voyager Description,Q121_First Click,Q121_Last Click,Q121_Page Submit,Q121_Click Count,VB_C1,VB_C2,VB_C3,VB_C4,VB_C5,VB_C6,VB_C7,VB_C8,VB_C9,VB_C10,VB_C11,VB_C12,Q122_First Click,Q122_Last Click,Q122_Page Submit,Q122_Click Count,VB_P1,VB_P2,VB_P3,VB_P4,VB_P5,Cloze test timer_First Click,Cloze test timer_Last Click,Cloze test timer_Page Submit,Cloze test timer_Click Count,Q86,Q107_4,Q117_4,Q116_4,Q108_1,Q109_1,Q110_4,Q123_First Click,Q123_Last Click,Q123_Page Submit,Q123_Click Count,FAC_1,FAC_2,FAC_3,FAC_4,FAC_5,FAC_6,FAC_7,FAC_8,FAC_9,FAC_10,FAC_11,FAC_12,Q124_First Click,Q124_Last Click,Q124_Page Submit,Q124_Click Count,FE_P1,FE_P2,FE_P3,FE_P4,FE_P5,Cloze test timer_First Click,Cloze test timer_Last Click,Cloze test timer_Page Submit,Cloze test timer_Click Count,Q88,Q95_1,Q115_1,Q96_1,Q97_1,Q98_1,Q99_1,Understand1,Understand2,Use1,Use2R,Load1,ENG1,ENG2,ENG3,VB_P2 - Parent Topics,VB_P2 - Topics,FL_87_DO,FL_72_DO,FL_81_DO
2021-09-08 04:45:49,2021-09-08 07:03:43,IP Address,137.56.59.206,100,8274,True,2021-09-08 07:03:44,R_xDx70EtDL9QHQLT,,,,,51.587799072265625,5.07879638671875,anonymous,EN,23,Female,No,Neither low nor high,Somewhat low,Somewhat low,Yes,No,Yes,Yes,No,No,No,No,No,No,,Read,16.039,144.687,146.031,13,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,23.071,576.308,625.201,11,"No available busses, drivers // too far, not doable in a daily trip // not enough passengers // not a route segment // not doable in the given time ","an unexpected maintenance problem for the bus came up // incorrect start town // driver absent //  ",similar moment of reservation,"the person does not have a valid reservation/boarding pass // the special trip was cancelled due to other problem with busses/drivers // the event was cancelled ","the company needs to adjust the avialiable seats in the medium sized bus for the amount of reservations/boarding passes // need to be taken in consideration for the daily trips ",4.482,435.768,445.393,67,trips;events;passengers;two;reservation;boarding;available;reservation ;boarding;all;Phone;All;start ;;;;more;each;town;special;trip;Each;trip;phone;collected;absent;absent;absence;reason;absent;description;;description;buses;buses;use;maintenance;maintenance;maintenance;description;experienced;repair;problems;maintenance;collected;,6,7,7,5,6,6,7.771,164.488,165.913,15,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,10.999,500.74,519.765,7,"the parts needed were not (yet) available // the mechanic could not solve the problem with the machine and needed someone else (e.g. with more experience) // ","that the warehouse cannot store enough parts // not enough mechanics // not enough space // long waiting time before parts are avialable // unhappy customers ","the manufacturer changed their prices in the meantime // different parts were needed to repair the machines // different mechanics: one repair was made a more experienced mechanic that gets more money ","different mechanics have different solutions (one might be easier or cheapter than the other) // manufacturer can change prices // sales person has less experience than skilled mechanic // maybe more repairment is needed as it seems in the beginng, therefore more parts are needed  ","no mechanics needed for large turbine engines but workers needed that maintain the machine // repair cost needs to be calculated differently // ordering parts is affected ",1.71,460.299,481.523,65,;;shortest;three;engines;equipment;repair;repair;code;RPM;centrifugal ;diameter;owned;customer;phone;fax;local;parts;;;;;name;store;bin;code;mechanics;years;labour;skill;skill;experience;parts;skilled;assigned;skilled;assign;get;repair;hours;needed;cost;total;repair;assigned;,7,0,7,5,6,7,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,,,,,,FL_81,,FL_59|FL_75
2021-09-22 00:46:41,2021-09-22 00:47:29,Survey Preview,,100,48,True,2021-09-22 00:47:29,R_1Ej3KTzNzOiOWOr,,,,,51.55230712890625,5.09649658203125,preview,EN,,,,,,,,,,,,,,,,,,,0,0,1.332,0,,,,,,,,,,,,,0,0,0.932,0,,,,,,0,0,0.784,0,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,0,0,1.5,0,,,,,,,,,,,,,0,0,0.891,0,,,,,,0,0,0.925,0,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,FL_72,FL_66|FL_51,
2021-09-22 00:48:23,2021-09-22 04:01:52,IP Address,137.56.58.245,100,11609,True,2021-09-22 04:01:52,R_2EmayCZt6OCt46k,,,,,51.587799072265625,5.07879638671875,anonymous,EN,21,Female,No,Low,Low,Very Low,No,No,No,No,No,No,No,No,No,No,,Read,24.249,249.337,249.861,19,No,No,No,Yes,No,No,No,No,No,Yes,No,No,76.675,441.943,472.098,9,"no busses availble, no busdrivers availble ","not communicated with the driver, wrong start town communicated ","all passengers have to make a reservation date instead of a boarding date. ","the person hasnt made a reservation, there are no boarding dates left","More passengers, more daily trips",7.596,540.985,550.048,43,trips ;events ;passengers ;two ;reservation;boarding ;board ;reservation;boarding;reservation ;boarding ;;start;;;;two;route segment ;town;special;;;;employee;registerd ;bus ;absent ;;trip ;;;;;bus ;;;problem ;the town ;problem ;;maintence ;average ;problems ;;;,8,10,10,1,9,10,5.512,237.371,237.816,18,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,10.861,365.106,365.579,8,"de manufacture doesnt have the right parts ","there are not enough machines to repair al the parts, they dont have the right equipment ","diferences between local and normal customers, needed parts are ordered at different manufacturers ","they dont know the prices of the parts beforehand, it will take more hours to repair then they thought, the prices of the parts are higher than expected ","the costs can be higher, ",3.955,546.911,564.239,48,;;;;;mechanic;reperation ;repair;parts ;equipment ;reciprocating ;;;;phone ;fax;local;;address;warehouse ;supply ;;bin ;one;bin;warehouse name ;;;;;;experience ;mechanic ;;;;;;;hours;replaced;price;total ;repair number ;;,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,,,,,,FL_72,FL_51|FL_66,
2021-09-22 06:19:10,2021-09-22 08:27:51,IP Address,137.56.58.245,100,7721,True,2021-09-22 08:27:51,R_3KUTAsxEzeuetAQ,,,,,51.587799072265625,5.07879638671875,anonymous,EN,21,Female,No,Neither low nor high,Very low,Very Low,Yes,No,No,Yes,No,No,No,No,Yes,No,,Read,39.52,357.704,358.742,14,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,44.629,643.259,757.951,6,"there is no driver, there are no reservations, the start town and end town are too far away from eachother, there ar no busses available, its too expensive, ","the reservation did not come through, the drivers where absent, de busses broke down or where already in use, they did not collect the right data: date, time, number of people etc.","there where too many reservations, people without reservation boarded the bus, the bus is too smal, people take two seats, ","in the trip the special event does not belong to the route, the person did not make a reservation, the bus is full","there arent enough bus drivers, more reservation can be made, more people can take their trips, they can make more money, more busses can brake down, they can plan more trips",18.685,840.471,840.801,55,trips;events;the passengers;two;reservation for;boarding;available;reservation;boarding;all;phone;each;begin;;;number;two;each;town;special;trip;all;trip;employee;;absent;absent;absent;driver;absent;reason;detail;description;bus in use;bus;maintenance;maintenance;maintenance;problem;description;maintenance;average;prolems;maintenance;;,7,7,6,5,5,5,16.959,209.17,210.245,12,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,13.479,691.151,691.651,16,"the manufacture dit not supply the requires parts for the repair, there isnt a skilled mechanic, they cant find the parts in the warehouse, it is a machine the facility does not repair, they customer did not give the right information or did not pay","They don have enough mechanics/employees, the working hours of the employees will be longer, the manufacturers can not supply enough parts or not fast enough, Far Eastern can not do all repairs in time","one machine was more broke than they other, the machines were not exactly the same so the parts requierd for the rapair can be of a differen pricerange, the time of the repair were not at the same time far eastern might have changed their prices","machine type, rpm, horse power, manuf. code, what part is broken and in what level, wicht mechanic does the repair need.","the machine might replace some of the mechanics, the repair and total cost go down",1.616,721.912,736.956,56,repairs;;lowest;three;engines;equipment;repair;repair;code;machine type;centrifugal;diameter;;;phone;fax;local;;adress;;supply;store;bin;parts;bin;warehouse name;mechanics;skill;labour;skill;mechanics name;experience;equipment;skilled;assigned;skilled;assign;repair details;repair;hours;replaced;machanics name;total ;repair;calculated;,8,1,9,4,8,7,Disagree,Disagree,Somewhat disagree,Somewhat agree,Disagree,,,,,,FL_81,,FL_59|FL_75
2021-09-24 02:03:08,2021-09-24 04:07:38,IP Address,137.56.58.245,100,7469,True,2021-09-24 04:07:38,R_3EEm8DzR9sDSbAt,,,,,51.55230712890625,5.09649658203125,anonymous,EN,19,Male,No,Low,Very low,Very Low,Yes,No,No,No,No,No,No,No,No,No,,Read,15.58,216.782,220.77,12,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,25.892,426.888,556.254,7,The requirements of the proposed trip are too much for a single trip and Vozager Bus Inc. would be unable to make a profit from the trip,The bus encountered an accident while driving towards the starting destination and as such needed immediate maintenance,"All the seats have been reserved on the bus and there are no more seats for possible boards;Voyager Bus Inc. miscalculated and underestimated the number of possible passangers for the trip, assigning it a model of a bus that has a smaller seat number than usual",All of the seats for the special event have already been reserved and there are no more seats for reservation or boarding left,"The new buses need to be assigned new registration numbers and their makes and models need to be registered as well;Due to having a bigger number of buses at their disposal, Voyager Bus can now organise more trips taking place at the same time",5.138,444.983,445.426,67,tours;events;customers;several;reservation;starting;unreserved seat;reservation date;boarding;all;Telephone;All;start;referred to;route;number;more;each;town;special;trip;Each;trip;employee;recorded;absent;absent;absence;reasons for absence;absent;reasons;;description;bus;All buses;use;maintenance;maintenance;maintenance;description;maintenance;average repair;maintenance problems;maintenance;recorded;,5,5,5,6,4,6,48.402,348.306,468.145,12,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,28.863,594.017,737.786,9,Several more problems that need to be repaired have been found and require more time;The manufacturer currently does not have the parts required for the repair,Lack of mechanics;Lack of spare parts,"One machine could have been repaired faster than usual by a more experienced mechanic, leading to a increase in price;The same machine could have needed more parts to repair it, leading to an increased price so that Far Eastern can make the money back",Inexperience of the mechanic who estimates the repair requirements;The equipment in need of repair is a specific model that requires rarer parts,The data banks are going to need to have an option added to check if the equipment in question is a large turbine engine;The warehouse is going to need to have more space allocated to larger parts for the large turbine engines,9.499,425.343,430.859,44,repairs;equipment;shortest;several;engines;equipment;repair;repair;manufacturing number;rounds per minute;cenrifugal;diameter;repaired;mechanic;phone;Fax;local;parts;;;;;bins;part;bin;warehouse name;mechanics;skill level;labour;skill;information;experience;equipment;;assigned;;assign;;repair;hours;needed;repair number;repair;repair;calculated;,,,,,,,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat disagree,,,,,,FL_72,FL_66|FL_51,
2021-09-24 06:04:10,2021-09-24 08:06:17,IP Address,137.56.58.245,100,7327,True,2021-09-24 08:06:18,R_1hQDyuqZZklp9YG,,,,,51.55230712890625,5.09649658203125,anonymous,EN,20,Male,No,Neither low nor high,Low,Low,Yes,No,Yes,Yes,No,No,Yes,No,No,No,,,17.936,326.387,327.429,13,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,31.64,336.043,466.141,4,"It does not fit any route segment. There are no drivers avaiblible. ",The bus scheduled for the trip broke down and had to undergo maintanance. The driver that was supposed to take the bus there was absent all of the sudden. All the buses were already in use,"The passenger did not make a reservation. ",It is already booked full. The bus that was supposed to be used for this trip had to undergo maintanance. The driver for this trip was absent.,"There might be more busses that have to undergo maintanance. Voyager Bus might need to hire more bus drivers for the extra busses. voyager bus might be able to organize more daily trips. ",5.064,378.619,396.544,25,trips;events;passengers;two;reservation;boarding;unreserved;reservation;boarding;all;phone;All;start;represented;route;number;segments;every;town;special;trip;Every;trip;employee;recorded;absent;absent;absence;absence;absent;reasons;detail;description;busses;All busses;use;maintanance;maintanance;problem;description;maintanance;average;experienced problems;maintanance;recorded;,6,4,4,7,6,0,35.094,271.057,272.169,12,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,2.682,499.063,649.048,6,There is no skilled mechanic avaiible for the task. There are no manufactureres that can supply a certain part for the repairation. The parts required for the repairation are also not stored in the warehouse,The do not have enough mechanics. The total cost for all of the repairations will be too high. The might run out of parts.,"If there were more mechanics working on one of the machines, than the total cost of the repairation also increases drastically. One of the two machines could have a different model pump with for example a higher rpm; this could reflect in the price of a part. Since there are different mechanics working on the machines, maybe some of them have a higher labour rate than others.","The sales person could never know if the company has certain parts stored in the warehouse or not, and if the company needs to order them this will increase the price. The sales person cant know which mechanics will work on the repair and for which labour rate they will do so. ","They will need to make sure they have a mechanic with the correct set of skills. They will need to know every property of the machine and which of them are important enough to note. They need extra parts, which they will need to order. They will need to find a manufacturer that can supply them with the new parts.",2.788,321.447,433.998,21,repairations;equipment;shortest;all;engines;equipment;repair;repair;code;the rate;centrifugal;diameter;repaired;mechanic;phone;fax;local;parts;address;parts;order;required;bins;;bin;warehouse name;mechanics;skill;labour rate;skill;;experience;equipment;skilled;assigned;skilled;assign;;;hours;replaced;number;total;repair;calculated;,7,1,5,6,5,3,Somewhat agree,Agree,Agree,Disagree,Neither agree nor disagree,,,,,,FL_81,,FL_75|FL_59
2021-09-29 02:17:32,2021-09-29 04:11:30,IP Address,137.56.58.245,100,6837,True,2021-09-29 04:11:30,R_3MR1rvBA5dOWJ1f,,,,,51.55230712890625,5.09649658203125,anonymous,EN,21,Female,No,Low,Very low,Very Low,Yes,No,Yes,Yes,No,No,Yes,No,No,No,,Read,32.162,355.678,360.957,12,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,16.004,316.974,432.763,7,It is not associated with a daily trip or a route segment,"The bus was in maintenance and the other busses where already in use, he notes the wrong start town or the wrong start time",There are already people in the bus without a reservation,"The start town, the route segment, the start or finish time","There could be more daily trips, there could be more people take a daily trip without reservation, there could go more trips to events",1.854,564.844,576.4,53,,8,8,8,3,7,5,71.86,514.372,516.487,14,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,20.158,386.123,522.385,6,"Problem by the manufacture, not the right parts","Not enough parts stored in the warehouse, not enough skilled mechanics, not enough equipment","The mechanic worked longer on it, the mechanic has more years of experience","You do not know who of the mechanics has time to fix it, so the experience could be influenced the prize, the price of the parts is higher than expected","Less mechanics needed, less hours of repair due to automatic repair",2.83,907.209,942.223,63,repair;parts;lowest;three;engine;equipment;customer;phone;code;RPM;centrifugal;diameter;owned;customer;phone;Fax;local;parts;address;;supply;stored;bins;part;bin;warehouse name;mechanics;skills;labour;skill;skill;experiences;parts;skilled;assigned;skilled;assign;-;repair;hours;used;number;total;repair;-;,3,2,4,8,6,3,Somewhat agree,Disagree,Somewhat disagree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Agree,,,FL_81,,FL_75|FL_59
2021-09-29 06:21:09,2021-09-29 08:05:58,IP Address,137.56.58.245,100,6288,True,2021-09-29 08:05:58,R_2YlCxizzahmaNMx,,,,,51.55230712890625,5.09649658203125,anonymous,EN,19,Male,No,Somewhat low,Very low,Very Low,Yes,No,No,No,No,No,No,Yes,No,No,,Read,24.619,257.588,259.468,12,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,94.14,522.407,708.98,6,"he chose different route segments; there are no available busses left; ","drivers were abscent; busses had maintenance problems; no passenegers took interest in the trip; ","there were no empty seats left; the passenger did not reserve a seat for the trip; there could be a passenger who has not paid for the trip; ","there are no empty seats left on the bus which is going to the special event; one of the busses assigned to the special event had a maintenance problem and there were no others left; the person did not reserve a seat on the bus and therefore cannot board the bus; ",more available busses for the daily trips which will increase the number of people who can go; when a bus goes in for mainenance problems the new ones can fill in and not leave passengers without a trip to go to; more busses will be able to go the same trip adn therefore there will be more people on a given trip which will increase the profits if Voyager Bus Inc;,4.952,438.5,448.556,49,,8,5,5,7,7,0,3.713,139.747,146.184,12,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,21.695,460.076,559.798,8,"mechanics were too busy with other repairs; the parts needed for the repair have not yet been supplied by the manufacturer; there are no free mechanics who are able to work on the machine; ",warehouse might become empty in the near future; far eastern might need to assign more mechanics on one machine and therefore delay the repair of other machines; the manufacturers might run out of spare parts because of the high demand; customers might become angry of their machine takes too long to get fixed;,"one of the customers might have benn a local; one of the machibes may have needed more parts to repair than the other; dar eastern may have had to order parts from the manufacturer because they did not have any left in the warehouse; ","the depth of the examination of the broken machine is not high when done on the spot; when repairing the machine more problems might surface and more parts may be needed; the price of the parts may differ from manufacturer to manufacturer; ","there would be no need for mechanics specialized in turbine engines; repairs may take shorter time to complete; ",2.977,528.583,544.6,53,repairs;machines ;shortest ;all;engines;machinary ;repair;repair;type;speed;centrifugal;speed;done ;mechanic;phone ;Fax;local;parts;adress;part;buy;number;bins;warehouse;bin;use;mechanics;specialty ;labour ;skill;skill;experience;a machine ;specialized ;assigned ;specialized ;assign;work;repair;hours;needed;brief description;total;repair;turned on ;,,,,,,,Strongly agree,Somewhat agree,Agree,Disagree,Somewhat agree,Agree,Agree,Strongly agree,,,FL_72,FL_51|FL_66,
2021-10-01 02:09:15,2021-10-01 04:15:54,IP Address,137.56.57.1,100,7598,True,2021-10-01 04:15:54,R_2qDyygPZXyeS5cU,,,,,51.55670166015625,5.0789031982421875,anonymous,EN,22,Male,No,Very low,Very low,Very Low,Yes,No,No,Yes,No,No,No,No,No,No,,Read,29.656,339.065,387.852,14,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,44.672,496.06,564.387,9,"no bus, no drivers, no passengers make reservations","no driver available, no bus avialable, bus experienced problems on the way, route segment was wrong scheduled.","to many passengers without an reservation are placed in the bus, or there were more reservations than places on the bus so they need an extra bus and driver","no available busses, no place left in the bus, no driver available, the passengers does not give the right personal information","more people can go on trips, more cost to repair, more daily kilometers, more drivers needed, more places available in the bus, more possible routes and trips",2.195,652.237,672.885,64,tours;trips;passengers;two;reservation;boarding;available;boarding;reservation;all;telephone;All;start;associated ;route;number;more;route segment;town;special;trip;All;route segment;emplyee;mandatory;absent ;absent;absent;absence;absent;reasons;description;description;daily kilometers;buses;maintenance;maintenance;maintenance;maintenance;description;experienced;average ;problems;maintenance;recorded;,8,3,3,6,8,4,21.603,305.533,306.553,14,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,7.444,250.652,298.666,6,"mechanics are busy, required parts are not collected or supplied, communication went wrong","overworking mechanics, not enough mechanics, not enough time, not enough parts in warehouse, supplier do not have enough parts","different parts were replaced, different mechanics who did charge more hours","the parts and hours differ with each reparation ","the amount of reparations they can do changes/ increases, they could need more parts, they could need less (skilled) mechanics, they could change their prices",2.141,673.582,699.692,70," reparations;equipements;lowest ;three ;engines;equipment;reparation;repair;code;machine type;centrifugal;diameter;assigned;repair number;phone;phone;all; details;adress;or many;require;are sored ;bins;parts;bin;warehouse name;mechanics;skills;labour;skills;skill ;experience;equipment;skilled;assigned;skilled;assign;find parts;reparation;hours;recplaced;number;total;repair;charged;",7,0,3,7,8,1,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,,,FL_81,,FL_59|FL_75
2021-10-01 06:11:08,2021-10-01 07:48:22,IP Address,137.56.57.1,100,5833,True,2021-10-01 07:48:23,R_1252ZcNymsScjk7,,,,,51.55670166015625,5.0789031982421875,anonymous,EN,20,Female,No,Low,Low,Low,Yes,No,Yes,Yes,No,No,No,No,No,No,,Read,6.178,180.189,183.133,14,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,39.782,323.697,333.079,7,No route segmnent passes through the start and end towns,The buses were being repaired,Overbooked,"Voyager does not have the persons necessary information, they did not reserve",They have to re-plan their trips and route segments,5.412,483.384,504.809,54,trips;events;passengers;several;reservation;boarding;empty;reservation;booking;all;phone;All;start;;;number;more;each;town;special;trip;Each;trip;employee;recorded;all;absent;;;bus;reasons;detail;descrption;daily kilometers;Buses;;maintenance;maintenance;problem;description;bus;repair;problems;;recorded;,7,3,3,6,7,5,9.234,160.205,161.296,12,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,1.971,271.751,272.74,8,"No mechanic has been assigned, the parts have not been recieved","Not enogh mechanics, not enough parts, not enough storage","The parts came from different manufacturers, one was repaired by a more skilled mechanic","What manufacturer provided the parts, how long it took to repair, how many mechanics worked on the repair and what their experience level was",A repair might now not require mechanic/s. the price changes,3.653,425.506,439.616,61,repairs;equipment;least;three;engines;equipment;repair;repair;code;;centrifual;diameter;evaluated;mechanic;phone;Fax;local;parts;address;repair;;;bins;;bin;;mecahnics;skill;labour;skill;skill;experience;equipment;skilled;assigned;lead;call;be;repair;hours;replaced;description;total;repair;calculated;,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,,,FL_72,FL_51|FL_66,
2021-10-06 02:11:00,2021-10-06 03:59:51,IP Address,137.56.57.1,100,6530,True,2021-10-06 03:59:51,R_23TwN233GOZK8N4,,,,,51.55670166015625,5.0789031982421875,anonymous,EN,18,Female,No,Neither low nor high,Very low,Very Low,Yes,No,No,Yes,No,No,No,No,No,No,,Read,19.363,363.422,364.377,12,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,72.718,532.322,654.862,4,The trip compromises the same route segment as another trip. The trip has the same start or finish town.,Absence of driver/bus in maintenance/,"A passenger that did not have a reservation was given a boarding pass. the passenger waiting for the bus took a bus he/she was not supposed to take. ","The event is full. ",More varieties of trips/ more trips per time period/ faster routes that skip certain stops/more events/more possible maintenance/more space needed for the extra busses/ more drivers needed,8.279,433.603,437.22,8,trips;events;passengers;numerous;reservation;boarding;assigned;reservation;boarding;all;phone;all;start;assigned;route;number;multiple;each;town;special;trip;a;trip;employee;kept;bus;absent;absence;absence;bus;reasons;details;description;bus;busses;use;maintenance;maintenance;problem;description;maintenance;average;problems;maintenance;recorded;,8,7,7,7,7,3,19.74,268.685,274.062,12,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,33.414,484.506,543.379,4,repair took longer than expected/the parts for the repair are not deliverd yet/ more parts are required than expected/ something went wrong during the repair,lack of mechanic/ lack of parts / lack of space for repairing and storing/ longer waitlists,"different properties (rpm, horse power etc.)/ more damage/ more skilled mechanic needed",more issues than expected/ something went wrong or different during the repair,"from the repair entity there would also have to be the machine next to the mechanic to repair, this entity would need properties, the machine does not earn money so it would not be connected to repair details",2.333,351.823,554.372,10,repairs;equipment;shortest;three;engines;equipment;a repair;repair;code;... per minute;centrifugal;diameter;brought in;customer;phone;fax;some;parts;adress;supply;supply;supplied;bins;parts;bin;warehouse name;mechanics;skill;skill;skill;skill;experience;equipment;skilled;assigned;assigned;assign;;repair;hours;needed;name;repair;repairing;assigned;,,,,,,,Agree,Agree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,,,FL_72,FL_51|FL_66,
2021-10-06 06:07:56,2021-10-06 07:48:31,IP Address,137.56.57.1,100,6035,True,2021-10-06 07:48:32,R_3gLt44F2fd14hjQ,,,,,51.55670166015625,5.0789031982421875,anonymous,EN,25,Female,No,Low,Very low,Very Low,Yes,No,Yes,Yes,No,No,No,No,No,No,,Read,56.262,453.907,454.459,13,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,62.976,598.087,606.666,23,"No available buses and drivers, too costly","All buses were in maintenance or not available, no bus drivers available",The rest passengers had reserved that particular trip but the last passenger did not have reservation but a boarding pass,"Bus is booked, no available bus",More available daily trips,7.991,417.475,429.232,45,trips;events;passengers;two;reservation;station;;reservation;boarding;all;Telephone;;Start;;;;more;every;town;special;number;Every;trip;telephone;collected;absent;absent;absence;absence;absent;details;;description;buses;Buses;use;maintenance;;;;;;;;;,5,7,7,5,6,3,32.033,385.48,396.055,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,15.838,326.21,416.882,13,"Wrong parts, wrong mechanic","Lack of mechanics, need of more warehouses, need of more parts","Different parts needed (more expensive), more skilled mechanics needed","The type of parts needed, skilled mechanic (more expensive), expensive manufacturer for these parts","New manufacturers will be needed for that machine, new mechanics (skilled ones), bigger warehouse",2.958,421.627,428.45,48,repairs;equipment;best;many;engines;;repair;;code;;centrifugal;diameter;assigned;number;telephone;Fax;local;;;part;supply;;;unique;;;mechanics;skills;labour;skill;skill;experience;;skilled;assigned;skilled;assign;be;;;;;;;;,4,1,7,5,6,3,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,,,FL_81,,FL_59|FL_75
2021-10-08 01:59:41,2021-10-08 04:36:01,IP Address,137.56.59.97,100,9379,True,2021-10-08 04:36:01,R_3nrcmF6uAnwgWNE,,,,,51.55670166015625,5.0789031982421875,anonymous,EN,23,Female,No,Somewhat low,Neither low nor high,Neither low nor high,No,No,No,No,No,No,No,No,No,No,,Read,30.897,246.555,248.419,14,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,3.05,278.322,372,5,"rouds being blocked, not enough busses in use","the was was in maintenance, the bus driver is absent","there were sold more thinkets than places, the passenger should recive a spot on the next available trip",maybe the passanger is unvaccinated so they can t travel,"the purchase of the busses would provide more available trips for passangers ",13.917,649.188,649.773,49,trips;events;passangers;diffrent ;reservation;boarding;boarding;reservation ;boarding;all;phone;All;start;;route;number;more;each;town;special;trip;;;phone;registered ;absent;absent;absence;motivation;absent;resons;detail;description;busses;Busses;use;maintenance;repairs;problem;description;maintanance;aver;problems;maintenance ;;,4,5,5,8,4,2,42.957,243.503,244.5,12,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,13.161,412.941,413.766,7,"repair details tiket got lost, parts needed are not available right now ","overwork for mechanics, too many parts needed, solution would be expanding and having more mechanics",diffrent years of manufacture of the machines so diffrent prices for the parts,"telling a higher estimated price,getting a closer look before etimating the price, letting the customer know in the moment the price changes along the way ","the company would get a new type of customers, they would need to select specific information from them ",15.1,727.363,739.812,56,services;repairs;shortest;all;engine;equipment;repair;repair;code;RPM;centrifugal;diameter;checked ;mechanic;phone;fax;local;part;address;parts;supply;are stored;bins;manufacture;bin;warehouse name;mechanic;special skills;labour;skill;information;experiance;parts;skilled;assigned;skilled;assign;;;hours;replaced;detailes;total;;;,5,2,6,8,4,1,Strongly agree,Strongly agree,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,,,FL_81,,FL_75|FL_59
